,regiao_geografica,regional_de_saude,municipio,tipo_da_instituicao,sigla_da_instituicao,nome_da_instituicao,cnpj_da_instituicao,cnpj_do_escritorio_regional_local,tipo_da_forma_de_abastecimento,codigo_forma_de_abastecimento,nome_da_forma_de_abastecimento,nome_da_eta_uta,data_de_registro,data_de_preenchimento_do_relatorio_semestral,data_da_coleta,data_da_analise,uf,ano,semestre,substancia,grupo,lq,ld,vmp,resultado,tipo_resultado,consistencia,pt_monitoramento,atendimento_ao_padrao,tipo_cor
2942,NORDESTE,15 REGIONAL DE SAUDE CRATEUS,INDEPENDENCIA,Empresa Estadual,CAGECE,COMPANHIA DE AGUA E ESGOTO DO CEARA,7040108000157.0,7040108000157.0,SAA,S230560000001,CAGECE INDEPENDENCIA,,03/07/2020,03/07/2020,03/06/2020,04/06/2020,CE,2020,1,Trihalometanos Total,Subprodutos da desinfecção,"0,003",,0.1,"0,2",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2943,SUL,19 RS - JACAREZINHO,SAO JOSE DA BOA VISTA,Empresa Estadual,SANEPAR,COMPANHIA DE SANEAMENTO DO PARANA,76484013000145.0,76484013000145.0,SAA,S412540000001,SAO JOSE DA BOA VISTA UT2591,,18/08/2021,13/08/2021,03/02/2020,17/02/2020,PR,2020,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,005","0,0015",0.08,"0,1015",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2944,SUDESTE,GVS VII - SANTO ANDRÉ,SANTO ANDRE,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517064749.0,SAA,S354780000005,GUSTAVO,,06/07/2020,01/07/2020,26/01/2020,04/02/2020,SP,2020,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,1642",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2945,SUDESTE,GVS XXXIII - TAUBATÉ,CACHOEIRA PAULISTA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517010223.0,SAA,S350860000001,ETA,,10/08/2020,05/08/2020,13/01/2020,23/01/2020,SP,2020,1,Trihalometanos Total,Subprodutos da desinfecção,"0,005",,0.1,"0,124063",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2946,SUDESTE,SUPERINTENDÊNCIA REGIONAL DE SAÚDE METROPOLITANA,SERRA,Empresa Estadual,CESAN,COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO,28151363000147.0,28151363000147.0,SAA,S320500000001,ETA CARAPINA,,24/08/2020,24/08/2020,17/03/2020,01/06/2020,ES,2020,1,Trihalometanos Total,Subprodutos da desinfecção,"0,002",,0.1,"0,19",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2947,SUDESTE,GVS XVI - BOTUCATU E SGVS XVI AVARÉ,BOFETE,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517063858.0,SAA,S350690000001,SISTEMA BOFETE,,31/07/2020,01/06/2020,17/02/2020,28/02/2020,SP,2020,1,Trihalometanos Total,Subprodutos da desinfecção,"0,0071","0,00348",0.1,"0,16728",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2948,SUDESTE,GVS XXXIII - TAUBATÉ,LORENA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517010576.0,SAA,S352720000004,SISTEMA D,,10/08/2020,06/08/2020,18/05/2020,26/05/2020,SP,2020,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,09225",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2949,NORDESTE,15 REGIONAL DE SAUDE CRATEUS,ARARENDA,Empresa Estadual,CAGECE,COMPANHIA DE AGUA E ESGOTO DO CEARA,7040108000157.0,7040108000157.0,SAA,S230125000001,CAGECE ARARENDA,,03/07/2020,03/07/2020,10/06/2020,10/07/2020,CE,2020,1,Nitrato (como N),Substâncias Inorgânicas,"0,005",,10.0,"14,40",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,1
2950,SUDESTE,GVS XVI - BOTUCATU E SGVS XVI AVARÉ,TORRE DE PEDRA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,13311879000134.0,SAA,S355465000001,SISTEMA TORRE DE PEDRA,,31/07/2020,01/06/2020,03/02/2020,13/02/2020,SP,2020,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,0987",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2951,SUDESTE,SUPERINTENDÊNCIA REGIONAL DE SAÚDE NORTE,ECOPORANGA,Empresa Estadual,CESAN,COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO,28151363000147.0,28151363000147.0,SAA,S320210000002,SAA IMBURANA,,24/08/2020,24/08/2020,28/01/2020,28/05/2020,ES,2020,1,Trihalometanos Total,Subprodutos da desinfecção,"0,002",,0.1,"0,24",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2952,SUDESTE,SUPERINTENDÊNCIA REGIONAL DE SAÚDE SUL,MUQUI,Empresa Estadual,CESAN,COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO,28151363000147.0,28151363000147.0,SAA,S320380000105,ETA CAMARA,,25/08/2020,25/08/2020,18/05/2020,20/05/2020,ES,2020,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,01",,0.08,"0,098",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2953,SUL,15ª REGIONAL DE SAÚDE- BLUMENAU,DOUTOR PEDRINHO,Empresa Estadual,CASAN,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO,82508433000117.0,82508433007715.0,SAA,S420515000001,SAA DOUTOR PEDRINHO,,20/09/2020,10/09/2020,11/02/2020,18/02/2020,SC,2020,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,038",,0.08,"0,084",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2954,SUL,23ª REGIONAL DE SAÚDE- JOINVILLE,ARAQUARI,Empresa Estadual,CASAN,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO,82508433000117.0,82508433007715.0,SAA,S420130000001,SISTEMA INTEGRADO DE ABASTECIMENTO DE ÁGUA DE ARAQUARI,,22/09/2020,22/09/2020,11/02/2020,18/02/2020,SC,2020,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,046",,0.08,"0,106",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2955,SUL,20ª REGIONAL DE SAÚDE- TUBARÃO,TREZE DE MAIO,Empresa Estadual,CASAN,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO,82508433000117.0,82508433000621.0,SAA,S421840000002,SAA TREZE DE MAIO,,14/09/2020,17/03/2020,02/03/2020,11/03/2020,SC,2020,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,038",,0.08,"0,106",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2956,SUDESTE,SUPERINTENDÊNCIA REGIONAL DE SAÚDE METROPOLITANA,VITORIA,Empresa Estadual,CESAN,COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO,28151363000147.0,28151363000147.0,SAA,S320520000001,ETA COBI,,24/08/2020,24/08/2020,17/03/2020,28/05/2020,ES,2020,1,Trihalometanos Total,Subprodutos da desinfecção,"0,002",,0.1,"0,11",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2957,SUL,18ª REGIONAL DE SAÚDE- GRANDE FLORIANÓPOLIS,GAROPABA,Empresa Estadual,CASAN,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO,82508433000117.0,82508433000621.0,SAA,S420570000005,SAA ENCOSTA DO MACACU ABILIO GAROPABA,,15/09/2020,18/03/2020,03/03/2020,11/03/2020,SC,2020,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,038",,0.08,"0,092",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2958,NORDESTE,15 REGIONAL DE SAUDE CRATEUS,QUITERIANOPOLIS,Empresa Estadual,CAGECE,COMPANHIA DE AGUA E ESGOTO DO CEARA,7040108000157.0,7040108000157.0,SAA,S231126000001,CAGECE QUITERIANOPOLIS,,03/07/2020,03/07/2020,24/06/2020,26/06/2020,CE,2020,1,Trihalometanos Total,Subprodutos da desinfecção,"0,003",,0.1,"0,3",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2959,SUL,2ª REGIONAL DE SAÚDE- MARAVILHA,SANTA TEREZINHA DO PROGRESSO,Empresa Estadual,CASAN,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO,82508433000117.0,82508433000974.0,SAA,S421568000002,SANTA TEREZINHA DO PROGRESSO UNIDADE 1,,09/12/2020,28/10/2020,15/10/2020,21/10/2020,SC,2020,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,043",,0.08,"0,111",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2960,NORDESTE,ITABAIANA,AREIA BRANCA,Empresa Estadual,DESO,COMPANHIA DE SANEAMENTO DE SERGIPE,13018171000190.0,13018171000190.0,SAA,S280050000001,ETA AREIA BRANCA,,01/12/2020,01/12/2020,10/02/2020,10/03/2020,SE,2020,1,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,005",,0.08,"0,1",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2961,SUL,3ª REGIONAL DE SAÚDE- SAO LOURENCO D OESTE,CAMPO ERE,Empresa Estadual,CASAN,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO,82508433000117.0,82508433000974.0,SAA,S420350000001,CAMPO ERE UNIDADE 1,,02/12/2020,27/10/2020,15/10/2020,21/10/2020,SC,2020,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,08",,0.08,"0,083",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2962,SUDESTE,SUPERINTENDÊNCIA REGIONAL DE SAÚDE NORTE,PONTO BELO,Empresa Estadual,CESAN,COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO,28151363000147.0,28151363000147.0,SAA,S320425000002,CESAN ITAMIRA,,12/01/2021,12/01/2021,15/10/2020,16/10/2020,ES,2020,2,Trihalometanos Total,Subprodutos da desinfecção,"0,002",,0.1,"0,15",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2963,SUDESTE,SUPERINTENDÊNCIA REGIONAL DE SAÚDE METROPOLITANA,SERRA,Empresa Estadual,CESAN,COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO,28151363000147.0,28151363000147.0,SAA,S320500000005,ETA REIS MAGOS,,12/01/2021,07/01/2021,30/06/2020,30/06/2020,ES,2020,1,Trihalometanos Total,Subprodutos da desinfecção,"0,002",,0.1,"0,14",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2964,SUL,12ª REGIONAL DE SAÚDE- RIO DO SUL,JOSE BOITEUX,Empresa Estadual,CASAN,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO,82508433000117.0,82508433007715.0,SAA,S420915000001,ETA JOSE BOITEUX,,18/12/2020,18/12/2020,11/11/2020,14/11/2020,SC,2020,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,036",,0.08,"0,124",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2965,SUDESTE,SUPERINTENDÊNCIA REGIONAL DE SAÚDE NORTE,NOVA VENECIA,Empresa Estadual,CESAN,COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO,28151363000147.0,28151363000147.0,SAA,S320390000001,CESAN NOVA VENECIA,,12/01/2021,12/01/2021,02/09/2020,04/09/2020,ES,2020,2,Trihalometanos Total,Subprodutos da desinfecção,"0,002",,0.1,"0,33",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2966,SUDESTE,SUPERINTENDÊNCIA REGIONAL DE SAÚDE NORTE,PONTO BELO,Empresa Estadual,CESAN,COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO,28151363000147.0,28151363000147.0,SAA,S320425000001,CESAN DE PONTO BELO,,12/01/2021,12/01/2021,02/09/2020,04/09/2020,ES,2020,2,Trihalometanos Total,Subprodutos da desinfecção,"0,002",,0.1,"0,36",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2967,SUDESTE,SUPERINTENDÊNCIA REGIONAL DE SAÚDE NORTE,PINHEIROS,Empresa Estadual,CESAN,COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO,28151363000147.0,28151363000147.0,SAA,S320410000024,ETA SAO JOAO DO SOBRADO,,12/01/2021,12/01/2021,02/09/2020,04/09/2020,ES,2020,2,Trihalometanos Total,Subprodutos da desinfecção,"0,002",,0.1,"0,23",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2968,SUDESTE,SUPERINTENDÊNCIA REGIONAL DE SAÚDE NORTE,ECOPORANGA,Empresa Estadual,CESAN,COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO,28151363000147.0,28151363000147.0,SAA,S320210000002,SAA IMBURANA,,12/01/2021,12/01/2021,20/10/2020,21/10/2020,ES,2020,2,Trihalometanos Total,Subprodutos da desinfecção,"0,002",,0.1,"0,15",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2969,SUDESTE,SUPERINTENDÊNCIA REGIONAL DE SAÚDE NORTE,MONTANHA,Empresa Estadual,CESAN,COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO,28151363000147.0,28151363000147.0,SAA,S320350000001,CESAN VINHATICO,,12/01/2021,12/01/2021,15/10/2020,16/10/2020,ES,2020,2,Trihalometanos Total,Subprodutos da desinfecção,"0,002",,0.1,"0,12",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2970,SUDESTE,SUPERINTENDÊNCIA REGIONAL DE SAÚDE NORTE,PEDRO CANARIO,Empresa Estadual,CESAN,COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO,28151363000147.0,28151363000147.0,SAA,S320405000003,SAA- CRISTAL DO NORTE,,12/01/2021,12/01/2021,02/09/2020,23/09/2020,ES,2020,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,01",,0.08,"0,081",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2971,NORDESTE,15 REGIONAL DE SAUDE CRATEUS,NOVO ORIENTE,Empresa Estadual,CAGECE,COMPANHIA DE AGUA E ESGOTO DO CEARA,7040108000157.0,7040108000157.0,SAA,S230940000001,CAGECE NOVO ORIENTE,,21/10/2020,22/09/2020,08/12/2020,14/12/2020,CE,2020,2,Trihalometanos Total,Subprodutos da desinfecção,"0,003",,0.1,"0,2",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2972,SUL,18ª REGIONAL DE SAÚDE- GRANDE FLORIANÓPOLIS,AGUAS MORNAS,Empresa Estadual,CASAN,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO,82508433000117.0,82508433000460.0,SAA,S420060000001,AGUAS MORNAS,,15/10/2020,15/10/2020,18/11/2020,26/11/2020,SC,2020,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,1137",,0.08,"0,840",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2973,SUL,18ª REGIONAL DE SAÚDE- GRANDE FLORIANÓPOLIS,AGUAS MORNAS,Empresa Estadual,CASAN,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO,82508433000117.0,82508433000460.0,SAA,S420060000001,AGUAS MORNAS,,15/10/2020,15/10/2020,18/11/2020,25/11/2020,SC,2020,2,Trihalometanos Total,Subprodutos da desinfecção,"0,013",,0.1,"0,219",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2974,SUDESTE,SUPERINTENDÊNCIA REGIONAL DE SAÚDE SUL,ANCHIETA,Empresa Estadual,CESAN,COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO,28151363000147.0,28151363000147.0,SAA,S320240000001,ETAGUARAPARI,,12/01/2021,12/01/2021,01/09/2020,03/09/2020,ES,2020,2,Trihalometanos Total,Subprodutos da desinfecção,"0,002",,0.1,"0,14",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2975,SUDESTE,GVS XVI - BOTUCATU E SGVS XVI AVARÉ,ITAPORANGA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517019107.0,SAA,S352280000005,ITAPORANGA,,18/01/2021,17/01/2021,02/12/2020,09/12/2020,SP,2020,2,Trihalometanos Total,Subprodutos da desinfecção,"0,01498","0,00196",0.1,"0,1083",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2976,SUDESTE,SUPERINTENDÊNCIA REGIONAL DE SAÚDE METROPOLITANA,DOMINGOS MARTINS,Empresa Estadual,CESAN,COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO,28151363000147.0,28151363000147.0,SAA,S320190000001,CESAN PONTO ALTO,,12/01/2021,07/01/2021,18/02/2020,28/05/2020,ES,2020,1,Trihalometanos Total,Subprodutos da desinfecção,"0,002",,0.1,"0,16",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2977,SUDESTE,SUPERINTENDÊNCIA REGIONAL DE SAÚDE NORTE,BARRA DE SAO FRANCISCO,Empresa Estadual,CESAN,COMPANHIA ESPIRITO SANTENSE DE SANEAMENTO,28151363000147.0,28151363000147.0,SAA,S320090000004,ETA PAULISTA,,12/01/2021,12/01/2021,27/10/2020,28/10/2020,ES,2020,2,Trihalometanos Total,Subprodutos da desinfecção,"0,002",,0.1,"0,11",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2978,SUL,18ª REGIONAL DE SAÚDE- GRANDE FLORIANÓPOLIS,ANGELINA,Empresa Estadual,CASAN,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO,82508433000117.0,82508433000460.0,SAA,S420090000001,SAA ANGELINA,,15/10/2020,15/10/2020,11/11/2020,17/11/2020,SC,2020,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,036",,0.08,"0,104",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2979,SUDESTE,GVS XXXIII - TAUBATÉ,LORENA,Empresa Estadual,SABESP,COMPANHIA DE SANEAMENTO BASICO DO ESTADO DE SAO PAULO,43776517000180.0,43776517010576.0,SAA,S352720000004,SISTEMA D,,11/02/2021,11/02/2021,09/07/2020,21/07/2020,SP,2020,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,008",,0.08,"0,0815",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2980,SUL,15ª REGIONAL DE SAÚDE- BLUMENAU,DOUTOR PEDRINHO,Empresa Estadual,CASAN,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO,82508433000117.0,82508433007715.0,SAA,S420515000002,SAA SALTO DONNER,,05/03/2021,03/03/2021,06/08/2020,12/08/2020,SC,2020,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,05",,0.08,"0,145",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2981,SUL,18ª REGIONAL DE SAÚDE- GRANDE FLORIANÓPOLIS,GAROPABA,Empresa Estadual,CASAN,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO,82508433000117.0,82508433000621.0,SAA,S420570000006,SAA COSTA DO MACACU ZE GREGORIO GAROPABA,,05/04/2021,05/04/2020,16/11/2020,24/11/2020,SC,2020,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,036",,0.08,"0,110",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2982,NORDESTE,13 DIRES / JEQUIE / NUCLEO SUL,ITIRUCU,Empresa Estadual,EMBASA,EMPRESA BAIANA DE AGUAS E SANEAMENTO SA,13504675000110.0,13504675000110.0,SAA,S291905000001,SIAA DE LAJEDO DE TABOCAL,,30/06/2021,30/06/2021,30/11/2020,01/12/2020,BA,2020,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,036",,0.08,"0,142",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2983,SUL,22ª REGIONAL DE SAÚDE- ARARANGUÁ,PASSO DE TORRES,Empresa Estadual,CASAN,COMPANHIA CATARINENSE DE AGUAS E SANEAMENTO,82508433000117.0,82508433000621.0,SAA,S421225000001,PASSO DE TORRES,,22/06/2021,22/06/2021,21/12/2020,30/12/2020,SC,2020,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,036",,0.08,"0,124",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2984,NORDESTE,13 DIRES / JEQUIE / NUCLEO SUL,JEQUIE,Empresa Estadual,EMBASA,EMPRESA BAIANA DE AGUAS E SANEAMENTO SA,13504675000110.0,13504675000110.0,SAA,S291800000001,SAA DE JEQUIÉ,,30/06/2021,30/06/2021,03/08/2020,04/08/2020,BA,2020,2,Ácidos haloacéticos total,Subprodutos da desinfecção,"0,036",,0.08,"0,0883",QUANTIFICADO,Consistente,SISTEMA DE DISTRIBUIÇÃO,Acima do VMP,2
2985,NORDESTE,11 REGIONAL DE SAUDE SOBRAL,CATUNDA,Empresa Estadual,CAGECE,COMPANHIA DE AGUA E ESGOTO DO CEARA,7040108000157.0,7040108000157.0,SAA,S230365000002,CAGECE CATUNDA,ETA CATUNDA,03/07/2020,03/07/2020,23/06/2020,26/06/2020,CE,2020,1,Trihalometanos Total,Subprodutos da desinfecção,"0,0030",,0.1,"0,3",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
2986,NORDESTE,15 REGIONAL DE SAUDE CRATEUS,QUITERIANOPOLIS,Empresa Estadual,CAGECE,COMPANHIA DE AGUA E ESGOTO DO CEARA,7040108000157.0,7040108000157.0,SAA,S231126000001,CAGECE QUITERIANOPOLIS,ETA QUITERIANÓPOLIS,03/07/2020,03/07/2020,07/04/2020,20/04/2020,CE,2020,1,Trihalometanos Total,Subprodutos da desinfecção,"0,003",,0.1,"0,2",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
2987,NORDESTE,15 REGIONAL DE SAUDE CRATEUS,QUITERIANOPOLIS,Empresa Estadual,CAGECE,COMPANHIA DE AGUA E ESGOTO DO CEARA,7040108000157.0,7040108000157.0,SAA,S231126000001,CAGECE QUITERIANOPOLIS,ETA QUITERIANÓPOLIS,31/07/2020,31/07/2020,15/09/2020,22/09/2020,CE,2020,2,Trihalometanos Total,Subprodutos da desinfecção,"0,003",,0.1,"0,2",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
2988,NORDESTE,15 REGIONAL DE SAUDE CRATEUS,TAMBORIL,Empresa Estadual,CAGECE,COMPANHIA DE AGUA E ESGOTO DO CEARA,7040108000157.0,7040108000157.0,SAA,S231320000001,CAGECE TAMBORIL,ETA TAMBORIL,21/10/2020,21/10/2020,14/12/2020,18/12/2020,CE,2020,2,Trihalometanos Total,Subprodutos da desinfecção,"0,003",,0.1,"0,3",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
2989,SUL,17 RS - LONDRINA,PRIMEIRO DE MAIO,Empresa Estadual,SANEPAR,COMPANHIA DE SANEAMENTO DO PARANA,76484013000145.0,76484013000145.0,SAA,S412050000002,VILA GANDHI UT5611,UT 5611,18/08/2021,14/08/2021,01/12/2020,03/12/2020,PR,2020,2,Nitrato (como N),Substâncias Inorgânicas,"0,4","0,121",10.0,"10,30",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,1
2990,SUDESTE,SETE LAGOAS,JEQUITIBA,Empresa Estadual,COPASA,COMPANHIA DE SANEAMENTO DE MINAS GERAIS,17281106000103.0,17281106000103.0,SAA,S313570000001,JEQUITIBA,POÇO C-01 PARQUE DE EXPOSIÇÃO,06/08/2021,06/01/2021,07/12/2020,09/12/2020,MG,2020,2,Acrilamida,Substâncias Orgânicas,"0,1000","0,0700",0.5,"2,5000",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,1
2991,SUDESTE,SETE LAGOAS,PRESIDENTE JUSCELINO,Empresa Estadual,COPASA,COMPANHIA DE SANEAMENTO DE MINAS GERAIS,17281106000103.0,17281106000103.0,SAA,S315320000002,ETA POCOS,ETA POÇOS,30/06/2021,28/06/2021,07/07/2020,08/07/2020,MG,2020,2,Nitrito (como N),Substâncias Inorgânicas,"0,1",,1.0,"4,3",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,1
2992,SUL,03 RS - PONTA GROSSA,PONTA GROSSA,Empresa Estadual,SANEPAR,COMPANHIA DE SANEAMENTO DO PARANA,76484013000145.0,76484013000145.0,SAA,S411990000002,UVAIA UT4531,UT 4531,18/08/2021,14/08/2021,14/09/2020,21/09/2020,PR,2020,2,Bário,Substâncias Inorgânicas,"0,05","0,015",0.7,"0,826",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
2993,SUL,12 RS - UMUARAMA,DOURADINA,Empresa Estadual,SANEPAR,COMPANHIA DE SANEAMENTO DO PARANA,76484013000145.0,76484013000145.0,SAA,S410725000001,DOURADINA UT2981,UT 2981,18/08/2021,14/08/2021,14/09/2020,18/09/2020,PR,2020,2,Bário,Substâncias Inorgânicas,"0,01","0,003",0.7,"0,716",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
2994,SUL,14 RS - PARANAVAI,ALTO PARANA,Empresa Estadual,SANEPAR,COMPANHIA DE SANEAMENTO DO PARANA,76484013000145.0,76484013000145.0,SAA,S410060000002,SANTA MARIA UT 7941,UT 7941,18/08/2021,14/08/2021,11/05/2020,14/05/2020,PR,2020,1,Bário,Substâncias Inorgânicas,"0,01","0,003",0.7,"0,772",QUANTIFICADO,Consistente,SAÍDA DO TRATAMENTO,Acima do VMP,2
